institutionID,name,bic,environmentType,countries,brands,active,businessAccounts,aISAccount,aISAccounts,aISAccountBalances,aISAccountsWithoutBalance,aISTransactions,aISIdentity,aISStatements,pISDomesticSingle,pISDomesticSingleInstant,pISFuturePayment,pISStandingOrder,pISVRP,pISInternationalSingle,pISInternationalFuturePayment,pISInternationalFixedRecurring,pISBulkPayments,singleAuth,preAuth,embedded,domesticSinglePaymentRefund,domesticScheduledPaymentRefund,domesticPeriodicPaymentRefund,internationalSinglePaymentRefund,internationalScheduledPaymentRefund
spk-meissen,Sparkasse Meißen,SOLADES1MEI,LIVE,DE,,true,Yes,No,Yes,No,No,Yes,Yes,No,Yes,Yes,Yes,Yes,No,Yes,No,No,Yes,Yes,No,No,No,No,No,No,No
spk-merzig-wadern,Sparkasse Merzig-Wadern,MERZDE55XXX,LIVE,DE,,true,Yes,No,Yes,No,No,Yes,Yes,No,Yes,Yes,Yes,Yes,No,Yes,No,No,Yes,Yes,No,No,No,No,No,No,No
spk-minden-luebbecke,Sparkasse Minden-Lübbecke,WELADED1MIN,LIVE,DE,,true,Yes,No,Yes,No,No,Yes,Yes,No,Yes,Yes,Yes,Yes,No,Yes,No,No,Yes,Yes,No,No,No,No,No,No,No
spk-mittelfranken-sued,Sparkasse Mittelfranken-Süd,BYLADEM1SRS,LIVE,DE,,true,Yes,No,Yes,No,No,Yes,Yes,No,Yes,Yes,Yes,Yes,No,Yes,No,No,Yes,Yes,No,No,No,No,No,No,No
spk-mittelholstein-ag,Sparkasse Mittelholstein,NOLADE21RDB,LIVE,DE,,true,Yes,No,Yes,No,No,Yes,Yes,No,Yes,Yes,Yes,Yes,No,Yes,No,No,Yes,Yes,No,No,No,No,No,No,No
spk-mittelmosel-eifel-mosel-hunsrueck,Sparkasse Mittelmosel-Eifel-Mosel-Hunsrück,MALADE51BKS,LIVE,DE,,true,Yes,No,Yes,No,No,Yes,Yes,No,Yes,Yes,Yes,Yes,No,Yes,No,No,Yes,Yes,No,No,No,No,No,No,No
spk-mittelsachsen,Sparkasse Mittelsachsen,WELADED1FGX,LIVE,DE,,true,Yes,No,Yes,No,No,Yes,Yes,No,Yes,Yes,Yes,Yes,No,Yes,No,No,Yes,Yes,No,No,No,No,No,No,No
spk-mittelthueringen,Sparkasse Mittelthüringen,HELADEF1WEM,LIVE,DE,,true,Yes,No,Yes,No,No,Yes,Yes,No,Yes,Yes,Yes,Yes,No,Yes,No,No,Yes,Yes,No,No,No,No,No,No,No
spk-muelheim-ad-ruhr,Sparkasse Mülheim a.d. Ruhr,SPMHDE3EXXX,LIVE,DE,,true,Yes,No,Yes,No,No,Yes,Yes,No,Yes,Yes,Yes,Yes,No,Yes,No,No,Yes,Yes,No,No,No,No,No,No,No
spk-muensterland-ost,Sparkasse Münsterland Ost,WELADED1MST,LIVE,DE,,true,Yes,No,Yes,No,No,Yes,Yes,No,Yes,Yes,Yes,Yes,No,Yes,No,No,Yes,Yes,No,No,No,No,No,No,No
spk-muldental,Sparkasse Muldental,SOLADES1GRM,LIVE,DE,,true,Yes,No,Yes,No,No,Yes,Yes,No,Yes,Yes,Yes,Yes,No,Yes,No,No,Yes,Yes,No,No,No,No,No,No,No
spk-neckartal-odenwald,Sparkasse Neckartal-Odenwald,SOLADES1MOS,LIVE,DE,,true,Yes,No,Yes,No,No,Yes,Yes,No,Yes,Yes,Yes,Yes,No,Yes,No,No,Yes,Yes,No,No,No,No,No,No,No
spk-neu-ulm-illertissen,Sparkasse Neu-Ulm-Illertissen,BYLADEM1NUL,LIVE,DE,,true,Yes,No,Yes,No,No,Yes,Yes,No,Yes,Yes,Yes,Yes,No,Yes,No,No,Yes,Yes,No,No,No,No,No,No,No
spk-neubrandenburg-demmin,Sparkasse Neubrandenburg-Demmin,NOLADE21NBS,LIVE,DE,,true,Yes,No,Yes,No,No,Yes,Yes,No,Yes,Yes,Yes,Yes,No,Yes,No,No,Yes,Yes,No,No,No,No,No,No,No
spk-neumarkt-idopf-parsberg,Sparkasse Neumarkt i.d.OPf.-Parsberg,BYLADEM1NMA,LIVE,DE,,true,Yes,No,Yes,No,No,Yes,Yes,No,Yes,Yes,Yes,Yes,No,Yes,No,No,Yes,Yes,No,No,No,No,No,No,No
spk-neunkirchen,SPK Neunkirchen,SALADE51NKS,LIVE,DE,,true,Yes,No,Yes,No,No,Yes,Yes,No,Yes,Yes,Yes,Yes,No,Yes,No,No,Yes,Yes,No,No,No,No,No,No,No
spk-neuss,Sparkasse Neuss,WELADEDNXXX,LIVE,DE,,true,Yes,No,Yes,No,No,Yes,Yes,No,Yes,Yes,Yes,Yes,No,Yes,No,No,Yes,Yes,No,No,No,No,No,No,No
spk-neustadt-ad-aisch-bad-windsheim,Sparkasse im Landkreis Neustadt a.d.Aisch-Bad Winsheim,BYLADEM1NEA,LIVE,DE,,true,Yes,No,Yes,No,No,Yes,Yes,No,Yes,Yes,Yes,Yes,No,Yes,No,No,Yes,Yes,No,No,No,No,No,No,No
spk-neuwied,Sparkasse Neuwied,MALADE51NWD,LIVE,DE,,true,Yes,No,Yes,No,No,Yes,Yes,No,Yes,Yes,Yes,Yes,No,Yes,No,No,Yes,Yes,No,No,No,No,No,No,No
spk-niederbayern-mitte,Sparkasse Niederbayern-Mitte,BYLADEM1SRG,LIVE,DE,,true,Yes,No,Yes,No,No,Yes,Yes,No,Yes,Yes,Yes,Yes,No,Yes,No,No,Yes,Yes,No,No,No,No,No,No,No
spk-niederlausitz,Sparkasse Niederlausitz,WELADED1OSL,LIVE,DE,,true,Yes,No,Yes,No,No,Yes,Yes,No,Yes,Yes,Yes,Yes,No,Yes,No,No,Yes,Yes,No,No,No,No,No,No,No
spk-nienburg,Sparkasse Nienburg,NOLADE21NIB,LIVE,DE,,true,Yes,No,Yes,No,No,Yes,Yes,No,Yes,Yes,Yes,Yes,No,Yes,No,No,Yes,Yes,No,No,No,No,No,No,No
spk-nuernberg,Sparkasse Nürnberg,SSKNDE77XXX,LIVE,DE,,true,Yes,No,Yes,No,No,Yes,Yes,No,Yes,Yes,Yes,Yes,No,Yes,No,No,Yes,Yes,No,No,No,No,No,No,No
spk-oberhessen,Sparkasse Oberhessen,HELADEF1FRI,LIVE,DE,,true,Yes,No,Yes,No,No,Yes,Yes,No,Yes,Yes,Yes,Yes,No,Yes,No,No,Yes,Yes,No,No,No,No,No,No,No
spk-oberland,SPK Oberland,BYLADEM1WHM,LIVE,DE,,true,Yes,No,Yes,No,No,Yes,Yes,No,Yes,Yes,Yes,Yes,No,Yes,No,No,Yes,Yes,No,No,No,No,No,No,No
spk-oberlausitz-niederschlesien,Sparkasse Oberlausitz-Niederschlesien,WELADED1GRL,LIVE,DE,,true,Yes,No,Yes,No,No,Yes,Yes,No,Yes,Yes,Yes,Yes,No,Yes,No,No,Yes,Yes,No,No,No,No,No,No,No
spk-oberpfalz-nord,Sparkasse Oberpfalz Nord,BYLADEM1WEN,LIVE,DE,,true,Yes,No,Yes,No,No,Yes,Yes,No,Yes,Yes,Yes,Yes,No,Yes,No,No,Yes,Yes,No,No,No,No,No,No,No
spk-odenwaldkreis,Sparkasse Odenwaldkreis,HELADEF1ERB,LIVE,DE,,true,Yes,No,Yes,No,No,Yes,Yes,No,Yes,Yes,Yes,Yes,No,Yes,No,No,Yes,Yes,No,No,No,No,No,No,No
spk-oder-spree,Sparkasse Oder-Spree,WELADED1LOS,LIVE,DE,,true,Yes,No,Yes,No,No,Yes,Yes,No,Yes,Yes,Yes,Yes,No,Yes,No,No,Yes,Yes,No,No,No,No,No,No,No
spk-offenburg-ortenau,Sparkasse Offenburg/Ortenau,SOLADES1OFG,LIVE,DE,,true,Yes,No,Yes,No,No,Yes,Yes,No,Yes,Yes,Yes,Yes,No,Yes,No,No,Yes,Yes,No,No,No,No,No,No,No
spk-olpe-drolshagen-wenden,Sparkasse Olpe-Drolshagen-Wenden,WELADED1OPE,LIVE,DE,,true,Yes,No,Yes,No,No,Yes,Yes,No,Yes,Yes,Yes,Yes,No,Yes,No,No,Yes,Yes,No,No,No,No,No,No,No
spk-osnabrueck,Sparkasse Osnabrück,NOLADE22XXX,LIVE,DE,,true,Yes,No,Yes,No,No,Yes,Yes,No,Yes,Yes,Yes,Yes,No,Yes,No,No,Yes,Yes,No,No,No,No,No,No,No
spk-osterode-am-harz,Sparkasse Osterode am Harz,NOLADE21HZB,LIVE,DE,,true,Yes,No,Yes,No,No,Yes,Yes,No,Yes,Yes,Yes,Yes,No,Yes,No,No,Yes,Yes,No,No,No,No,No,No,No
spk-ostprignitz-ruppin,SPK Ostprignitz-Ruppin,WELADED1OPR,LIVE,DE,,true,Yes,No,Yes,No,No,Yes,Yes,No,Yes,Yes,Yes,Yes,No,Yes,No,No,Yes,Yes,No,No,No,No,No,No,No
spk-paderborn-detmold,Sparkasse Paderborn-Detmold-Höxter,WELADE3LXXX,LIVE,DE,,true,Yes,No,Yes,No,No,Yes,Yes,No,Yes,Yes,Yes,Yes,No,Yes,No,No,Yes,Yes,No,No,No,No,No,No,No
spk-passau,Sparkasse Passau,BYLADEM1PAS,LIVE,DE,,true,Yes,No,Yes,No,No,Yes,Yes,No,Yes,Yes,Yes,Yes,No,Yes,No,No,Yes,Yes,No,No,No,No,No,No,No
spk-pfaffenhofen,SPK Pfaffenhofen,BYLADEM1PAF,LIVE,DE,,true,Yes,No,Yes,No,No,Yes,Yes,No,Yes,Yes,Yes,Yes,No,Yes,No,No,Yes,Yes,No,No,No,No,No,No,No
spk-pforzheim-calw,Sparkasse Pforzheim Calw,PZHSDE66XXX,LIVE,DE,,true,Yes,No,Yes,No,No,Yes,Yes,No,Yes,Yes,Yes,Yes,No,Yes,No,No,Yes,Yes,No,No,No,No,No,No,No
spk-pfullendorf-messkirch,Sparkasse Pfullendorf-Meßkirch,SOLADES1PFD,LIVE,DE,,true,Yes,No,Yes,No,No,Yes,Yes,No,Yes,Yes,Yes,Yes,No,Yes,No,No,Yes,Yes,No,No,No,No,No,No,No
spk-prignitz,Sparkasse Prignitz,WELADED1PRP,LIVE,DE,,true,Yes,No,Yes,No,No,Yes,Yes,No,Yes,Yes,Yes,Yes,No,Yes,No,No,Yes,Yes,No,No,No,No,No,No,No
spk-rastatt-gernsbach,Sparkasse Rastatt-Gernsbach,SOLADES1RAS,LIVE,DE,,true,Yes,No,Yes,No,No,Yes,Yes,No,Yes,Yes,Yes,Yes,No,Yes,No,No,Yes,Yes,No,No,No,No,No,No,No
spk-regen-viechtach,Sparkasse Regen-Viechtach,BYLADEM1REG,LIVE,DE,,true,Yes,No,Yes,No,No,Yes,Yes,No,Yes,Yes,Yes,Yes,No,Yes,No,No,Yes,Yes,No,No,No,No,No,No,No
spk-regensburg,SPK Regensburg,BYLADEM1RBG,LIVE,DE,,true,Yes,No,Yes,No,No,Yes,Yes,No,Yes,Yes,Yes,Yes,No,Yes,No,No,Yes,Yes,No,No,No,No,No,No,No
spk-rhein-haardt,Sparkasse Rhein-Haardt,MALADE51DKH,LIVE,DE,,true,Yes,No,Yes,No,No,Yes,Yes,No,Yes,Yes,Yes,Yes,No,Yes,No,No,Yes,Yes,No,No,No,No,No,No,No
spk-rhein-maas,Sparkasse Rhein-Maas,WELADED1KLE,LIVE,DE,,true,Yes,No,Yes,No,No,Yes,Yes,No,Yes,Yes,Yes,Yes,No,Yes,No,No,Yes,Yes,No,No,No,No,No,No,No
spk-rhein-nahe,Sparkasse Rhein-Nahe,MALADE51KRE,LIVE,DE,,true,Yes,No,Yes,No,No,Yes,Yes,No,Yes,Yes,Yes,Yes,No,Yes,No,No,Yes,Yes,No,No,No,No,No,No,No
spk-rhein-neckar-nord,Sparkasse Rhein Neckar Nord,MANSDE66XXX,LIVE,DE,,true,Yes,No,Yes,No,No,Yes,Yes,No,Yes,Yes,Yes,Yes,No,Yes,No,No,Yes,Yes,No,No,No,No,No,No,No
spk-rosenheim-bad-aibling,Sparkasse Rosenheim-Bad Aibling,BYLADEM1ROS,LIVE,DE,,true,Yes,No,Yes,No,No,Yes,Yes,No,Yes,Yes,Yes,Yes,No,Yes,No,No,Yes,Yes,No,No,No,No,No,No,No
spk-rotenburg-osterholz,Sparkasse Rotenburg Osterholz,BRLADE21ROB,LIVE,DE,,true,Yes,No,Yes,No,No,Yes,Yes,No,Yes,Yes,Yes,Yes,No,Yes,No,No,Yes,Yes,No,No,No,No,No,No,No
spk-rottal-inn,Sparkasse Rottal-Inn,BYLADEM1EGF,LIVE,DE,,true,Yes,No,Yes,No,No,Yes,Yes,No,Yes,Yes,Yes,Yes,No,Yes,No,No,Yes,Yes,No,No,No,No,No,No,No
spk-saarbruecken,SPK Saarbrücken,SAKSDE55XXX,LIVE,DE,,true,Yes,No,Yes,No,No,Yes,Yes,No,Yes,Yes,Yes,Yes,No,Yes,No,No,Yes,Yes,No,No,No,No,No,No,No
spk-salem-heiligenberg,Sparkasse Salem-Heiligenberg,SOLADES1SAL,LIVE,DE,,true,Yes,No,Yes,No,No,Yes,Yes,No,Yes,Yes,Yes,Yes,No,Yes,No,No,Yes,Yes,No,No,No,No,No,No,No
spk-schaumburg,Sparkasse Schaumburg,NOLADE21SHG,LIVE,DE,,true,Yes,No,Yes,No,No,Yes,Yes,No,Yes,Yes,Yes,Yes,No,Yes,No,No,Yes,Yes,No,No,No,No,No,No,No
spk-scheessel,Sparkasse Scheeßel,BRLADE21SHL,LIVE,DE,,true,Yes,No,Yes,No,No,Yes,Yes,No,Yes,Yes,Yes,Yes,No,Yes,No,No,Yes,Yes,No,No,No,No,No,No,No
spk-schwaben-bodensee,SPK Schwaben-Bodensee,SOLADES1KNZ,LIVE,DE,,true,Yes,No,Yes,No,No,Yes,Yes,No,Yes,Yes,Yes,Yes,No,Yes,No,No,Yes,Yes,No,No,No,No,No,No,No
spk-schwaebisch-hall-crailsheim,Sparkasse Schwäbisch Hall-Crailsheim,SOLADES1SHA,LIVE,DE,,true,Yes,No,Yes,No,No,Yes,Yes,No,Yes,Yes,Yes,Yes,No,Yes,No,No,Yes,Yes,No,No,No,No,No,No,No
spk-schwarzwald-baar,Sparkasse Schwarzwald-Baar,SOLADES1VSS,LIVE,DE,,true,Yes,No,Yes,No,No,Yes,Yes,No,Yes,Yes,Yes,Yes,No,Yes,No,No,Yes,Yes,No,No,No,No,No,No,No
spk-schweinfurt-hassberge,Sparkasse Schweinfurt-Haßberge,BYLADEM1KSW,LIVE,DE,,true,Yes,No,Yes,No,No,Yes,Yes,No,Yes,Yes,Yes,Yes,No,Yes,No,No,Yes,Yes,No,No,No,No,No,No,No
spk-siegen,Sparkasse Siegen,WELADED1SIE,LIVE,DE,,true,Yes,No,Yes,No,No,Yes,Yes,No,Yes,Yes,Yes,Yes,No,Yes,No,No,Yes,Yes,No,No,No,No,No,No,No
spk-soestwerl,Sparkasse Hellweg-Lippe,WELADED1SOS,LIVE,DE,,true,Yes,No,Yes,No,No,Yes,Yes,No,Yes,Yes,Yes,Yes,No,Yes,No,No,Yes,Yes,No,No,No,No,No,No,No
spk-sonneberg,Sparkasse Sonneberg,HELADEF1SON,LIVE,DE,,true,Yes,No,Yes,No,No,Yes,Yes,No,Yes,Yes,Yes,Yes,No,Yes,No,No,Yes,Yes,No,No,No,No,No,No,No
spk-spree-neisse,Sparkasse Spree-Neiße,WELADED1CBN,LIVE,DE,,true,Yes,No,Yes,No,No,Yes,Yes,No,Yes,Yes,Yes,Yes,No,Yes,No,No,Yes,Yes,No,No,No,No,No,No,No
spk-stade-altes-land,Sparkasse Stade - Altes Land,NOLADE21STS,LIVE,DE,,true,Yes,No,Yes,No,No,Yes,Yes,No,Yes,Yes,Yes,Yes,No,Yes,No,No,Yes,Yes,No,No,No,No,No,No,No
spk-starkenburg,Sparkasse Starkenburg,HELADEF1HEP,LIVE,DE,,true,Yes,No,Yes,No,No,Yes,Yes,No,Yes,Yes,Yes,Yes,No,Yes,No,No,Yes,Yes,No,No,No,No,No,No,No
spk-staufen-breisach,Sparkasse Staufen-Breisach,SOLADES1STF,LIVE,DE,,true,Yes,No,Yes,No,No,Yes,Yes,No,Yes,Yes,Yes,Yes,No,Yes,No,No,Yes,Yes,No,No,No,No,No,No,No
spk-stblasien,Sparkasse St. Blasien,SOLADES1STB,LIVE,DE,,true,Yes,No,Yes,No,No,Yes,Yes,No,Yes,Yes,Yes,Yes,No,Yes,No,No,Yes,Yes,No,No,No,No,No,No,No
spk-sudpfalz,Sparkasse Südpfalz,SOLADES1SUW,LIVE,DE,,true,Yes,No,Yes,No,No,Yes,Yes,No,Yes,Yes,Yes,Yes,No,Yes,No,No,Yes,Yes,No,No,No,No,No,No,No
spk-suedholstein,Sparkasse Südholstein,NOLADE21SHO,LIVE,DE,,true,Yes,No,Yes,No,No,Yes,Yes,No,Yes,Yes,Yes,Yes,No,Yes,No,No,Yes,Yes,No,No,No,No,No,No,No
spk-suedwestpfalz,Sparkasse Südwestpfalz,MALADE51SWP,LIVE,DE,,true,Yes,No,Yes,No,No,Yes,Yes,No,Yes,Yes,Yes,Yes,No,Yes,No,No,Yes,Yes,No,No,No,No,No,No,No
spk-tauberfranken,Sparkasse Tauberfranken,SOLADES1TBB,LIVE,DE,,true,Yes,No,Yes,No,No,Yes,Yes,No,Yes,Yes,Yes,Yes,No,Yes,No,No,Yes,Yes,No,No,No,No,No,No,No
spk-trier,Sparkasse Trier,TRISDE55XXX,LIVE,DE,,true,Yes,No,Yes,No,No,Yes,Yes,No,Yes,Yes,Yes,Yes,No,Yes,No,No,Yes,Yes,No,No,No,No,No,No,No
spk-uckermark,Sparkasse Uckermark,WELADED1UMP,LIVE,DE,,true,Yes,No,Yes,No,No,Yes,Yes,No,Yes,Yes,Yes,Yes,No,Yes,No,No,Yes,Yes,No,No,No,No,No,No,No
spk-uecker-randow,Sparkasse Uecker-Randow,NOLADE21PSW,LIVE,DE,,true,Yes,No,Yes,No,No,Yes,Yes,No,Yes,Yes,Yes,Yes,No,Yes,No,No,Yes,Yes,No,No,No,No,No,No,No
spk-uelzen-luechow-dannenberg,Sparkasse Uelzen Lüchow-Dannenberg,NOLADE21UEL,LIVE,DE,,true,Yes,No,Yes,No,No,Yes,Yes,No,Yes,Yes,Yes,Yes,No,Yes,No,No,Yes,Yes,No,No,No,No,No,No,No
spk-ulm,Sparkasse Ulm,SOLADES1ULM,LIVE,DE,,true,Yes,No,Yes,No,No,Yes,Yes,No,Yes,Yes,Yes,Yes,No,Yes,No,No,Yes,Yes,No,No,No,No,No,No,No
spk-unnakamen,Sparkasse UnnaKamen,WELADED1UNN,LIVE,DE,,true,Yes,No,Yes,No,No,Yes,Yes,No,Yes,Yes,Yes,Yes,No,Yes,No,No,Yes,Yes,No,No,No,No,No,No,No
spk-unstrut-hainich,Sparkasse Unstrut-Hainich,HELADEF1MUE,LIVE,DE,,true,Yes,No,Yes,No,No,Yes,Yes,No,Yes,Yes,Yes,Yes,No,Yes,No,No,Yes,Yes,No,No,No,No,No,No,No
spk-vest-recklinghausen,Sparkasse Vest Recklinghausen,WELADED1REK,LIVE,DE,,true,Yes,No,Yes,No,No,Yes,Yes,No,Yes,Yes,Yes,Yes,No,Yes,No,No,Yes,Yes,No,No,No,No,No,No,No
spk-vogtland,Sparkasse Vogtland,WELADED1PLX,LIVE,DE,,true,Yes,No,Yes,No,No,Yes,Yes,No,Yes,Yes,Yes,Yes,No,Yes,No,No,Yes,Yes,No,No,No,No,No,No,No
spk-vorderpfalz,Sparkasse Vorderpfalz,LUHSDE6AXXX,LIVE,DE,,true,Yes,No,Yes,No,No,Yes,Yes,No,Yes,Yes,Yes,Yes,No,Yes,No,No,Yes,Yes,No,No,No,No,No,No,No
spk-vorpommern,Sparkasse Vorpommern,NOLADE21GRW,LIVE,DE,,true,Yes,No,Yes,No,No,Yes,Yes,No,Yes,Yes,Yes,Yes,No,Yes,No,No,Yes,Yes,No,No,No,No,No,No,No
spk-waldeck-frankenberg,Sparkasse Waldeck-Frankenberg,HELADEF1KOR,LIVE,DE,,true,Yes,No,Yes,No,No,Yes,Yes,No,Yes,Yes,Yes,Yes,No,Yes,No,No,Yes,Yes,No,No,No,No,No,No,No
spk-werra-meissner,Sparkasse Werra-Meißner,HELADEF1ESW,LIVE,DE,,true,Yes,No,Yes,No,No,Yes,Yes,No,Yes,Yes,Yes,Yes,No,Yes,No,No,Yes,Yes,No,No,No,No,No,No,No
spk-westerwald-sieg,Sparkasse Westerwald-Sieg,MALADE51AKI,LIVE,DE,,true,Yes,No,Yes,No,No,Yes,Yes,No,Yes,Yes,Yes,Yes,No,Yes,No,No,Yes,Yes,No,No,No,No,No,No,No
spk-westholstein,Sparkasse Westholstein,NOLADE21WHO,LIVE,DE,,true,Yes,No,Yes,No,No,Yes,Yes,No,Yes,Yes,Yes,Yes,No,Yes,No,No,Yes,Yes,No,No,No,No,No,No,No
spk-westmuensterland,Sparkasse Westmünsterland,WELADE3WXXX,LIVE,DE,,true,Yes,No,Yes,No,No,Yes,Yes,No,Yes,Yes,Yes,Yes,No,Yes,No,No,Yes,Yes,No,No,No,No,No,No,No
spk-wetzlar,Sparkasse Wetzlar,HELADEF1WET,LIVE,DE,,true,Yes,No,Yes,No,No,Yes,Yes,No,Yes,Yes,Yes,Yes,No,Yes,No,No,Yes,Yes,No,No,No,No,No,No,No
spk-wiesental,Sparkasse Wiesental,SOLADES1SFH,LIVE,DE,,true,Yes,No,Yes,No,No,Yes,Yes,No,Yes,Yes,Yes,Yes,No,Yes,No,No,Yes,Yes,No,No,No,No,No,No,No
spk-wilhelmshaven,Sparkasse Wilhelmshaven,BRLADE21WHV,LIVE,DE,,true,Yes,No,Yes,No,No,Yes,Yes,No,Yes,Yes,Yes,Yes,No,Yes,No,No,Yes,Yes,No,No,No,No,No,No,No
spk-witten,Sparkasse Witten,WELADED1WTN,LIVE,DE,,true,Yes,No,Yes,No,No,Yes,Yes,No,Yes,Yes,Yes,Yes,No,Yes,No,No,Yes,Yes,No,No,No,No,No,No,No
spk-wittenberg,Sparkasse Wittenberg,NOLADE21WBL,LIVE,DE,,true,Yes,No,Yes,No,No,Yes,Yes,No,Yes,Yes,Yes,Yes,No,Yes,No,No,Yes,Yes,No,No,No,No,No,No,No
spk-wittgenstein,Sparkasse Wittgenstein,WELADED1BEB,LIVE,DE,,true,Yes,No,Yes,No,No,Yes,Yes,No,Yes,Yes,Yes,Yes,No,Yes,No,No,Yes,Yes,No,No,No,No,No,No,No
spk-wolfach,Sparkasse Wolfach,SOLADES1WOF,LIVE,DE,,true,Yes,No,Yes,No,No,Yes,Yes,No,Yes,Yes,Yes,Yes,No,Yes,No,No,Yes,Yes,No,No,No,No,No,No,No
spk-worms-alzey-ried,Sparkasse Worms-Alzey-Ried,MALADE51WOR,LIVE,DE,,true,Yes,No,Yes,No,No,Yes,Yes,No,Yes,Yes,Yes,Yes,No,Yes,No,No,Yes,Yes,No,No,No,No,No,No,No
spk-zollernalb,Sparkasse Zollernalb,SOLADES1BAL,LIVE,DE,,true,Yes,No,Yes,No,No,Yes,Yes,No,Yes,Yes,Yes,Yes,No,Yes,No,No,Yes,Yes,No,No,No,No,No,No,No
spk-zu-luebeck-ag,Sparkasse zu Lübeck,NOLADE21SPL,LIVE,DE,,true,Yes,No,Yes,No,No,Yes,Yes,No,Yes,Yes,Yes,Yes,No,Yes,No,No,Yes,Yes,No,No,No,No,No,No,No
spk-zwickau,Sparkasse Zwickau,WELADED1ZWI,LIVE,DE,,true,Yes,No,Yes,No,No,Yes,Yes,No,Yes,Yes,Yes,Yes,No,Yes,No,No,Yes,Yes,No,No,No,No,No,No,No
spreewaldbank,Spreewaldbank eG,GENODEF1LN1,LIVE,DE,,true,Yes,Yes,Yes,Yes,No,Yes,No,No,Yes,Yes,No,No,No,No,No,No,Yes,No,No,Yes,No,No,No,No,No
ssk-augsburg,Stadtsparkasse Augsburg,AUGSDE77XXX,LIVE,DE,,true,Yes,No,Yes,No,No,Yes,Yes,No,Yes,Yes,Yes,Yes,No,Yes,No,No,Yes,Yes,No,No,No,No,No,No,No
ssk-bad-pyrmont,Stadtsparkasse Bad Pyrmont,NOLADE21PMT,LIVE,DE,,true,Yes,No,Yes,No,No,Yes,Yes,No,Yes,Yes,Yes,Yes,No,Yes,No,No,Yes,Yes,No,No,No,No,No,No,No
ssk-barsinghausen,Stadtsparkasse Barsinghausen,NOLADE21BAH,LIVE,DE,,true,Yes,No,Yes,No,No,Yes,Yes,No,Yes,Yes,Yes,Yes,No,Yes,No,No,Yes,Yes,No,No,No,No,No,No,No
ssk-bocholt,Stadtsparkasse Bocholt,WELADED1BOH,LIVE,DE,,true,Yes,No,Yes,No,No,Yes,Yes,No,Yes,Yes,Yes,Yes,No,Yes,No,No,Yes,Yes,No,No,No,No,No,No,No
ssk-cuxhaven,Stadtsparkasse Cuxhaven,BRLADE21CUX,LIVE,DE,,true,Yes,No,Yes,No,No,Yes,Yes,No,Yes,Yes,Yes,Yes,No,Yes,No,No,Yes,Yes,No,No,No,No,No,No,No
ssk-dessau,Stadtsparkasse Dessau,NOLADE21DES,LIVE,DE,,true,Yes,No,Yes,No,No,Yes,Yes,No,Yes,Yes,Yes,Yes,No,Yes,No,No,Yes,Yes,No,No,No,No,No,No,No
ssk-duesseldorf,Stadtsparkasse Düsseldorf,DUSSDEDDXXX,LIVE,DE,,true,Yes,No,Yes,No,No,Yes,Yes,No,Yes,Yes,Yes,Yes,No,Yes,No,No,Yes,Yes,No,No,No,No,No,No,No
ssk-grebenstein,Stadtsparkasse Grebenstein,HELADEF1GRE,LIVE,DE,,true,Yes,No,Yes,No,No,Yes,Yes,No,Yes,Yes,Yes,Yes,No,Yes,No,No,Yes,Yes,No,No,No,No,No,No,No
ssk-haan-rheinlan,Stadtsparkasse Haan (Rheinland),WELADED1HAA,LIVE,DE,,true,Yes,No,Yes,No,No,Yes,Yes,No,Yes,Yes,Yes,Yes,No,Yes,No,No,Yes,Yes,No,No,No,No,No,No,No
ssk-langenfeld-rheinlan,Stadtsparkasse Langenfeld (Rheinland),WELADED1LAF,LIVE,DE,,true,Yes,No,Yes,No,No,Yes,Yes,No,Yes,Yes,Yes,Yes,No,Yes,No,No,Yes,Yes,No,No,No,No,No,No,No
ssk-lengerich,Stadtsparkasse Lengerich,WELADED1LEN,LIVE,DE,,true,Yes,No,Yes,No,No,Yes,Yes,No,Yes,Yes,Yes,Yes,No,Yes,No,No,Yes,Yes,No,No,No,No,No,No,No
ssk-magdeburg,Stadtsparkasse Magdeburg,NOLADE21MDG,LIVE,DE,,true,Yes,No,Yes,No,No,Yes,Yes,No,Yes,Yes,Yes,Yes,No,Yes,No,No,Yes,Yes,No,No,No,No,No,No,No
ssk-moenchengladbach,Stadtsparkasse Mönchengladbach,MGLSDE33XXX,LIVE,DE,,true,Yes,No,Yes,No,No,Yes,Yes,No,Yes,Yes,Yes,Yes,No,Yes,No,No,Yes,Yes,No,No,No,No,No,No,No
ssk-muenchen,SSK München,SSKMDEMMXXX,LIVE,DE,,true,Yes,No,Yes,No,No,Yes,Yes,No,Yes,Yes,Yes,Yes,No,Yes,No,No,Yes,Yes,No,No,No,No,No,No,No
ssk-oberhausen,SSK Oberhausen,WELADED1OBH,LIVE,DE,,true,Yes,No,Yes,No,No,Yes,Yes,No,Yes,Yes,Yes,Yes,No,Yes,No,No,Yes,Yes,No,No,No,No,No,No,No
ssk-offenbach,Stadtsparkasse Offenbach,HELADEF1OFF,LIVE,DE,,true,Yes,No,Yes,No,No,Yes,Yes,No,Yes,Yes,Yes,Yes,No,Yes,No,No,Yes,Yes,No,No,No,No,No,No,No
